equation,tau,regressor,coef,ci_low,ci_high
GDP (system sum),0.1,const,-0.7666062198774912,-1.1671139230852203,-0.36609851666976206
GDP (system sum),0.1,trend,0.3368458640387687,0.081864427535502,0.5918273005420354
GDP (system sum),0.1,gfc,-2.342233405743558,-3.3464381701563624,-1.3380286413307538
GDP (system sum),0.1,pandemic,-17.92110029226528,-20.315294987661762,-15.526905596868799
GDP (system sum),0.1,trend_gfc,2.8009243877963215,-0.608132209813681,6.2099809854063235
GDP (system sum),0.1,trend_pandemic,113.03043271252615,87.14043622793045,138.92042919712185
GDP (system sum),0.25,const,0.09845560875034365,-0.2415546726366598,0.4384658901373471
GDP (system sum),0.25,trend,0.09759712603257864,-0.09712949266918569,0.29232374473434297
GDP (system sum),0.25,gfc,-1.476653827870289,-2.3351827705283053,-0.6181248852122727
GDP (system sum),0.25,pandemic,-9.74769073281072,-11.18347182049413,-8.311909645127308
GDP (system sum),0.25,trend_gfc,0.46401828158777825,-2.2986849748346896,3.226721538010246
GDP (system sum),0.25,trend_pandemic,64.90240076155399,50.14687843769046,79.65792308541752
GDP (system sum),0.5,const,0.636222934801475,0.3039209962549825,0.9685248733479674
GDP (system sum),0.5,trend,-0.019282400936558308,-0.21905575170697417,0.18049094983385755
GDP (system sum),0.5,gfc,-0.7490780308931436,-1.5007929009523955,0.0026368391661083512
GDP (system sum),0.5,pandemic,-4.844660149109453,-6.017236200299683,-3.672084097919223
GDP (system sum),0.5,trend_gfc,-1.1108876485409716,-3.491778858434407,1.270003561352464
GDP (system sum),0.5,trend_pandemic,52.06351939361116,41.16799851038202,62.9590402768403
GDP (system sum),0.75,const,1.3024313895200836,0.9418168437454286,1.6630459352947387
GDP (system sum),0.75,trend,-0.17298564307348696,-0.39583383556284313,0.049862549415869206
GDP (system sum),0.75,gfc,-1.0741911270761477,-1.853614128248588,-0.2947681259037074
GDP (system sum),0.75,pandemic,-3.901813571009524,-4.922695342520559,-2.880931799498489
GDP (system sum),0.75,trend_gfc,1.949338201322286,-0.582272147091031,4.4809485497356025
GDP (system sum),0.75,trend_pandemic,45.14162157442321,36.556409635244194,53.72683351360223
GDP (system sum),0.9,const,1.4591177445259769,1.092638067392259,1.8255974216596946
GDP (system sum),0.9,trend,-0.12260242502753105,-0.3576073764189849,0.11240252636392281
GDP (system sum),0.9,gfc,-0.5563271436241006,-1.4809891059688776,0.3683348187206763
GDP (system sum),0.9,pandemic,18.117132561168457,16.548556915622967,19.685708206713947
GDP (system sum),0.9,trend_gfc,1.0616400726224562,-1.9982063455699381,4.121486490814851
GDP (system sum),0.9,trend_pandemic,-98.86029807779488,-117.25115752839781,-80.46943862719195
P31_S14_S15,0.1,const,-0.29393181263901513,-0.5321722191994387,-0.05569140607859152
P31_S14_S15,0.1,trend,0.09562395504729293,-0.04423979763201663,0.2354877077266025
P31_S14_S15,0.1,gfc,-1.3932782510800783,-2.0384269281741325,-0.7481295739860241
P31_S14_S15,0.1,pandemic,-11.692078634628956,-13.174788351919663,-10.20936891733825
P31_S14_S15,0.1,trend_gfc,0.8114656000117968,-0.8503885184872784,2.473319718510872
P31_S14_S15,0.1,trend_pandemic,71.37879009874288,55.30997323517105,87.44760696231472
P31_S14_S15,0.25,const,0.038694941057896615,-0.2067497540265909,0.28413963614238413
P31_S14_S15,0.25,trend,0.021500613592937645,-0.12450283484047547,0.16750406202635076
P31_S14_S15,0.25,gfc,-0.3989711188888454,-0.8841807267231101,0.0862384889454193
P31_S14_S15,0.25,pandemic,-7.2764447673622445,-8.239786344468191,-6.313103190256298
P31_S14_S15,0.25,trend_gfc,-1.1965921097399068,-2.7220625439474415,0.3288783244676279
P31_S14_S15,0.25,trend_pandemic,45.336545982044036,35.45929650966229,55.213795454425785
P31_S14_S15,0.5,const,0.34809552537698857,0.07304908556000339,0.6231419651939738
P31_S14_S15,0.5,trend,0.021148399657457767,-0.14420407809230723,0.18650087740722276
P31_S14_S15,0.5,gfc,-0.6701286142878771,-1.2923232956419783,-0.04793393293377579
P31_S14_S15,0.5,pandemic,-1.748204300569804,-2.7187459402160283,-0.7776626609235798
P31_S14_S15,0.5,trend_gfc,-0.340680810954586,-2.3113453630096235,1.6299837411004512
P31_S14_S15,0.5,trend_pandemic,14.5755768388419,5.557350096043326,23.593803581640476
P31_S14_S15,0.75,const,0.8974993830090074,0.5580316753367733,1.2369670906812416
P31_S14_S15,0.75,trend,-0.10395618245643654,-0.3155988581817236,0.10768649326885055
P31_S14_S15,0.75,gfc,-0.5852212150260101,-1.3224707113992022,0.15202828134718205
P31_S14_S15,0.75,pandemic,-1.979136206823478,-2.9266176878718935,-1.0316547257750623
P31_S14_S15,0.75,trend_gfc,1.3435436482299785,-1.0462169378125385,3.7333042342724956
P31_S14_S15,0.75,trend_pandemic,19.304512820205623,11.348068207036857,27.26095743337439
P31_S14_S15,0.9,const,1.1406934424227995,0.8173229158302778,1.4640639690153212
P31_S14_S15,0.9,trend,-0.10512372395373948,-0.30959343589553434,0.09934598798805541
P31_S14_S15,0.9,gfc,-0.21552521020754334,-1.0416236996862929,0.6105732792712063
P31_S14_S15,0.9,pandemic,11.714388287848884,10.476964892828212,12.951811682869556
P31_S14_S15,0.9,trend_gfc,0.2805965745637309,-2.474974492683004,3.036167641810466
P31_S14_S15,0.9,trend_pandemic,-64.39025371275943,-74.30033447237409,-54.48017295314477
P3_S13,0.1,const,0.03930222197075131,-0.013608980283361778,0.0922134242248644
P3_S13,0.1,trend,-0.05636555478158589,-0.0834031402591595,-0.02932796930401228
P3_S13,0.1,gfc,-0.38738434136939137,-0.4868768631658237,-0.28789181957295906
P3_S13,0.1,pandemic,-0.49393760985845936,-0.8706775481818398,-0.11719767153507882
P3_S13,0.1,trend_gfc,0.5086542680465556,0.2809256154220814,0.7363829206710297
P3_S13,0.1,trend_pandemic,2.463006492852412,-1.6293969234708041,6.555409909175628
P3_S13,0.25,const,0.07721217473026543,0.030120049229077003,0.12430430023145385
P3_S13,0.25,trend,-0.03222710029076137,-0.05911209105892913,-0.0053421095225936015
P3_S13,0.25,gfc,-0.03469758753047092,-0.12286155703625079,0.05346638197530895
P3_S13,0.25,pandemic,-0.34577632744153686,-0.5476712625828195,-0.14388139230025426
P3_S13,0.25,trend_gfc,-0.49490546340210884,-0.7490156820118474,-0.2407952447923703
P3_S13,0.25,trend_pandemic,1.0445638688866197,-1.0306984170337343,3.1198261548069737
P3_S13,0.5,const,0.13099183200797634,0.09079568535510593,0.17118797866084676
P3_S13,0.5,trend,-0.03249744158208334,-0.05666256965815522,-0.008332313506011466
P3_S13,0.5,gfc,0.02264132745010594,-0.06828814858669291,0.11357080348690479
P3_S13,0.5,pandemic,-0.2622127858329811,-0.4040507754680963,-0.12037479619786584
P3_S13,0.5,trend_gfc,-0.4961579969705794,-0.7841570759287562,-0.20815891801240266
P3_S13,0.5,trend_pandemic,2.8807392154327127,1.5627873635797178,4.198691067285708
P3_S13,0.75,const,0.16823798633769343,0.1260356616532829,0.21044031102210398
P3_S13,0.75,trend,-0.03241596577898231,-0.0588748577417831,-0.0059570738161815115
P3_S13,0.75,gfc,0.02802124160402042,-0.0807927459347961,0.13683522914283694
P3_S13,0.75,pandemic,-0.07512858373934472,-0.19475462602110763,0.04449745854241818
P3_S13,0.75,trend_gfc,-0.5268441208527607,-0.9020003873805076,-0.15168785432501375
P3_S13,0.75,trend_pandemic,1.457371772065068,0.45308930847917317,2.461654235650963
P3_S13,0.9,const,0.3529555717123517,0.2560581265392675,0.4498530168854359
P3_S13,0.9,trend,-0.07733404448604025,-0.1407897561609966,-0.01387833281108393
P3_S13,0.9,gfc,-0.10646060614171671,-0.40008775755800746,0.18716654527457405
P3_S13,0.9,pandemic,1.0988740375798822,0.7442104320016596,1.4535376431581049
P3_S13,0.9,trend_gfc,0.22871451002091114,-0.7183191236447024,1.1757481436865247
P3_S13,0.9,trend_pandemic,-5.878266775434312,-8.704399743416428,-3.052133807452197
P51G,0.1,const,-0.846453826864815,-1.2776030628544215,-0.4153045908752084
P51G,0.1,trend,0.22960652935185744,-0.03544312032219543,0.4946561790259103
P51G,0.1,gfc,-0.8007812295130603,-1.896963038750054,0.2954005797239334
P51G,0.1,pandemic,-1.4904555040288279,-3.838951219003957,0.8580402109463012
P51G,0.1,trend_gfc,-0.6469061398420557,-3.700283879984456,2.406471600300345
P51G,0.1,trend_pandemic,12.389030292994823,-10.328331846491158,35.1063924324808
P51G,0.25,const,-0.16509419872432696,-0.39178931815943896,0.061600920710785045
P51G,0.25,trend,0.0669671226937604,-0.07012429899081513,0.20405854437833593
P51G,0.25,gfc,-1.4082668824893059,-1.8593419380836367,-0.9571918268949751
P51G,0.25,pandemic,-0.13255126367026504,-0.9688603078500038,0.7037577805094737
P51G,0.25,trend_gfc,2.104272785718212,0.798886779777342,3.4096587916590826
P51G,0.25,trend_pandemic,2.989373334593626,-4.927876817720743,10.906623486907996
P51G,0.5,const,0.05463991660439252,-0.1564610839441756,0.26574091715296067
P51G,0.5,trend,0.09069088410663667,-0.0362188607327677,0.21760062894604104
P51G,0.5,gfc,-0.6703891922702864,-1.1479300753925854,-0.19284830914798728
P51G,0.5,pandemic,-0.38025688858665213,-1.1251576818479376,0.3646439046746333
P51G,0.5,trend_gfc,0.38117237839748097,-1.1313331423473878,1.8936778991423497
P51G,0.5,trend_pandemic,3.400654130753958,-3.5209286021306214,10.322236863638537
P51G,0.75,const,0.5443216101434833,0.27129151659168443,0.8173517036952822
P51G,0.75,trend,-0.05691457518770429,-0.228695251369025,0.11486610099361641
P51G,0.75,gfc,-0.3132799757299794,-0.912156997688667,0.28559704622870813
P51G,0.75,pandemic,-0.13409992403841464,-0.9848271487947896,0.7166273007179603
P51G,0.75,trend_gfc,0.4588987327100835,-1.4813519938117512,2.3991494592319182
P51G,0.75,trend_pandemic,2.622574315636939,-6.420548000312408,11.665696631586286
P51G,0.9,const,1.0250282695126443,0.7010337165959898,1.3490228224292986
P51G,0.9,trend,-0.19762288069253534,-0.4130726869608065,0.01782692557573584
P51G,0.9,gfc,-0.3078985959553704,-0.8526970975990203,0.23689990568827957
P51G,0.9,pandemic,1.4143844065391153,0.135200837561958,2.693567975516273
P51G,0.9,trend_gfc,0.04639547135159816,-1.77243703879464,1.8652279814978363
P51G,0.9,trend_pandemic,-6.902380814169902,-21.827057330810703,8.022295702470897
P61,0.1,const,-0.26536706752341044,-0.5496621808532711,0.01892804580645019
P61,0.1,trend,-0.05861680658144651,-0.22575385527001618,0.10852024210712315
P61,0.1,gfc,-2.29235677460988,-3.3560339326362563,-1.2286796165835039
P61,0.1,pandemic,-8.477830612250543,-10.198206747867198,-6.757454476633887
P61,0.1,trend_gfc,5.140158178511626,1.7209489134017124,8.55936744362154
P61,0.1,trend_pandemic,55.47243292700212,36.829908373486234,74.114957480518
P61,0.25,const,-0.008013799382263515,-0.26965599194682965,0.2536283931823027
P61,0.25,trend,-0.061276096626226795,-0.2179651400169947,0.09541294676454112
P61,0.25,gfc,-0.14448149588943904,-0.8977080493010909,0.6087450575222129
P61,0.25,pandemic,-8.57218085421757,-9.596960910362332,-7.547400798072809
P61,0.25,trend_gfc,0.7127614274390575,-1.7317387809496836,3.1572616358277985
P61,0.25,trend_pandemic,54.58011703994646,43.45884385946434,65.70139022042858
P61,0.5,const,0.22215694133815486,-0.05194995881243633,0.496263841488746
P61,0.5,trend,-0.03474887519494875,-0.19953652028632385,0.13003876989642638
P61,0.5,gfc,-0.08644336742561443,-0.7065126746656528,0.533625939814424
P61,0.5,pandemic,-1.4551903930093562,-2.4224167293601,-0.4879640566586124
P61,0.5,trend_gfc,0.7239447414028013,-1.239988156473959,2.6878776392795616
P61,0.5,trend_pandemic,12.206005274124067,3.218584171824018,21.193426376424114
P61,0.75,const,0.6761850872222626,0.3947472359818747,0.9576229384626505
P61,0.75,trend,-0.061714979937954384,-0.23150806663552567,0.1080781067596169
P61,0.75,gfc,0.10863392406461347,-0.5262779337332941,0.7435457818625211
P61,0.75,pandemic,0.44601976897342777,-0.607670675777571,1.4997102137244265
P61,0.75,trend_gfc,0.07839512435593043,-2.0303243140271805,2.1871145627390414
P61,0.75,trend_pandemic,-0.8557118282505343,-11.44742302763883,9.735999371137762
P61,0.9,const,0.9178586735246448,0.6656718653242482,1.1700454817250414
P61,0.9,trend,-0.033748277354797906,-0.18013213779418308,0.11263558308458727
P61,0.9,gfc,0.4228145809860968,-0.4077148468809054,1.253344008853099
P61,0.9,pandemic,13.582814719345189,12.255688540609293,14.909940898081084
P61,0.9,trend_gfc,-1.1933858521356893,-3.6635738716348207,1.2768021673634422
P61,0.9,trend_pandemic,-77.71561250280942,-93.36562876504841,-62.06559624057043
P62,0.1,const,-0.30003748384050255,-0.48479700709929474,-0.11527796058171033
P62,0.1,trend,0.08268696839168246,-0.03754149258768931,0.20291542937105422
P62,0.1,gfc,-0.23946020449427513,-0.7834096567859539,0.30448924779740355
P62,0.1,pandemic,-10.231166343242915,-11.174962388034443,-9.287370298451387
P62,0.1,trend_gfc,0.7247584565885334,-1.029598879456418,2.479115792633485
P62,0.1,trend_pandemic,71.3537111943582,61.16978665904266,81.53763572967374
P62,0.25,const,-0.1280853025967451,-0.25789142639884954,0.0017208212053592964
P62,0.25,trend,0.07571410028398023,-0.003202680569626956,0.15463088113758744
P62,0.25,gfc,-0.16162994091205957,-0.4767389737108579,0.15347909188673875
P62,0.25,pandemic,-4.367398525363775,-4.860836102570017,-3.8739609481575332
P62,0.25,trend_gfc,0.5483328669632972,-0.4475420996399172,1.5442078335665115
P62,0.25,trend_pandemic,36.966485094648206,31.915368115341423,42.01760207395499
P62,0.5,const,0.00877193093498535,-0.12745417330471212,0.14499803517468282
P62,0.5,trend,0.09495285345538393,0.013056414856796844,0.176849292053971
P62,0.5,gfc,-0.18654646493642665,-0.4947095430548961,0.12161661318204284
P62,0.5,pandemic,-1.8161722323759095,-2.296865989617002,-1.3354784751348172
P62,0.5,trend_gfc,0.2946829041509573,-0.6813557417895382,1.2707215500914528
P62,0.5,trend_pandemic,21.322920931023205,16.85633740738571,25.7895044546607
P62,0.75,const,0.24874483767217503,0.0860441083351352,0.41144556700921486
P62,0.75,trend,0.08531715220169561,-0.012077243161494972,0.1827115475648862
P62,0.75,gfc,-0.3367856332730641,-0.6740181294505949,0.00044686290446666055
P62,0.75,pandemic,-1.0069245781508833,-1.5654990647569251,-0.4483500915448416
P62,0.75,trend_gfc,0.4263314120508679,-0.6422405620817986,1.4949033861835344
P62,0.75,trend_pandemic,26.02971476406364,21.031565624548286,31.027863903578996
P62,0.9,const,0.44326933085005393,0.23249696986147458,0.6540416918386333
P62,0.9,trend,0.08484446670641033,-0.04490138085819306,0.21459031427101372
P62,0.9,gfc,-0.17753753831168684,-0.7286701775377068,0.3735951009143331
P62,0.9,pandemic,4.937285315891639,4.036188601639006,5.838382030144272
P62,0.9,trend_gfc,0.6157327924255327,-1.103747468563436,2.3352130534145017
P62,0.9,trend_pandemic,-14.887143275097145,-24.138570498637065,-5.635716051557225
P71,0.1,const,-1.4703733718816172,-1.8773559206697876,-1.0633908230934468
P71,0.1,trend,0.21103653524118893,-0.03606615872952701,0.45813922921190486
P71,0.1,gfc,-1.2725382445868676,-2.241193628090412,-0.3038828610833232
P71,0.1,pandemic,-14.562457028793911,-16.463158319551766,-12.661755738036057
P71,0.1,trend_gfc,2.6028871536866287,-0.4972794936242675,5.703053800997525
P71,0.1,trend_pandemic,77.10361566173539,54.76393889111792,99.44329243235286
P71,0.25,const,-0.9381345666074159,-1.2780141789732506,-0.598254954241581
P71,0.25,trend,0.07110038273630526,-0.13360745887107342,0.2758082243436839
P71,0.25,gfc,0.34305916277332793,-0.4285828400787197,1.1147011656253756
P71,0.25,pandemic,-0.2280421905758825,-1.4468037406437944,0.9907193594920294
P71,0.25,trend_gfc,-0.6463343253134983,-3.119530444957074,1.8268617943300773
P71,0.25,trend_pandemic,-5.789629326918018,-18.03625388137467,6.456995227538632
P71,0.5,const,-0.5726582623628931,-0.9111531950883915,-0.23416332963739456
P71,0.5,trend,0.11777580511611141,-0.08572065122465797,0.3212722614568808
P71,0.5,gfc,0.9256744481629071,0.1599501328536168,1.6913987634721974
P71,0.5,pandemic,0.04951584957954247,-1.1449130884497638,1.2439447876088487
P71,0.5,trend_gfc,-2.43480360012914,-4.86006664085874,-0.00954055939954035
P71,0.5,trend_pandemic,-7.254634899496484,-18.353211767599536,3.8439419686065683
P71,0.75,const,0.015872371799452112,-0.29102920562846113,0.32277394922736535
P71,0.75,trend,-0.044436725138000455,-0.2272525080366953,0.1383790577606944
P71,0.75,gfc,2.134304481228198,1.4845708756341616,2.7840380868222345
P71,0.75,pandemic,8.474804238261488,7.257052568182633,9.692555908340342
P71,0.75,trend_gfc,-4.511722363356187,-6.726513037157906,-2.296931689554468
P71,0.75,trend_pandemic,-59.27160636197267,-72.49251329437874,-46.050699429566606
P71,0.9,const,0.3581746956020668,0.035609378791982005,0.6807400124121515
P71,0.9,trend,-0.08120007704378163,-0.26675235986363277,0.10435220577606952
P71,0.9,gfc,2.8346804677943567,1.9518016692887303,3.717559266299983
P71,0.9,pandemic,12.071217850012827,10.036361841437852,14.106073858587802
P71,0.9,trend_gfc,-3.2974085961725894,-5.748893692467492,-0.8459234998776872
P71,0.9,trend_pandemic,-81.23760767810111,-103.30041269614779,-59.174802660054446
P72,0.1,const,-0.3108123684600992,-0.5056299091248402,-0.11599482779535822
P72,0.1,trend,-0.041906339472827625,-0.15609913275985396,0.07228645381419871
P72,0.1,gfc,0.22800863557134576,-0.2678398623161837,0.7238571334588753
P72,0.1,pandemic,-0.9899924448084221,-1.73396999558621,-0.24601489403063426
P72,0.1,trend_gfc,-0.7474862460754075,-2.2765949923925715,0.7816225002417565
P72,0.1,trend_pandemic,1.2817394058948821,-6.358755297411788,8.922234109201552
P72,0.25,const,-0.10503526884925041,-0.21875526630204362,0.008684728603542788
P72,0.25,trend,-0.05200182515882196,-0.12073737857427988,0.016733728256635966
P72,0.25,gfc,-0.01494946723758539,-0.26560029354859876,0.23570135907342799
P72,0.25,pandemic,0.32088600234861,-0.06620775710861038,0.7079797618058303
P72,0.25,trend_gfc,-0.07338054627424428,-0.8538809722088541,0.7071198796603655
P72,0.25,trend_pandemic,-8.65767209367445,-12.118475931622346,-5.196868255726554
P72,0.5,const,-0.04557023640070811,-0.15288712378107489,0.06174665097965867
P72,0.5,trend,-0.019513177882242452,-0.0840299672816749,0.04500361151719
P72,0.5,gfc,0.1396519422322809,-0.10311432150111213,0.3824182059656739
P72,0.5,pandemic,0.6406372713650095,0.26195391916755956,1.0193206235624594
P72,0.5,trend_gfc,-0.05394602656225689,-0.8228546731824143,0.7149626200579006
P72,0.5,trend_pandemic,-7.929676827248249,-11.448384520289103,-4.410969134207395
P72,0.75,const,0.0790709719232513,-0.035327220336180826,0.19346916418268342
P72,0.75,trend,-0.009014152336164066,-0.07881939674392345,0.06079109207159532
P72,0.75,gfc,0.047576873493487326,-0.20281902298566457,0.2979727699726392
P72,0.75,pandemic,0.722036033581708,0.2851556586173242,1.1589164085460917
P72,0.75,trend_gfc,0.26623624622042397,-0.5190556454993019,1.0515281379401498
P72,0.75,trend_pandemic,-6.337999387604485,-10.811758592165312,-1.864240183043659
P72,0.9,const,0.2409916519492981,0.1238793667715934,0.35810393712700284
P72,0.9,trend,-0.0419944728603481,-0.11277314798821411,0.028784202267517905
P72,0.9,gfc,-0.07468410522272606,-0.35192237008296773,0.2025541596375156
P72,0.9,pandemic,3.144954472870684,2.463591191296386,3.8263177544449825
P72,0.9,trend_gfc,0.5303874626388616,-0.32147089151305674,1.38224581679078
P72,0.9,trend_pandemic,-20.62322508856988,-28.006131438561763,-13.240318738577994
